name,smiles,Tox-score,SAscore
7-Hydroxymitragynine,CCC1CN2CCC3(C(=NC4=C3C(=CC=C4)OC)C2CC1C(=COC)C(=O)OC)O,0.35201919303059387,0.028085858271357195
7-Keto-DHEA,CC12CCC3C(C1CCC2=O)C(=O)C=C4C3(CCC(C4)O)C,0.3864599406693646,0.04300116987093604
9-methyl-beta-carboline,CN1C2=CC=CC=C2C3=C1C=NC=C3,0.43952428103791774,0.40338172565324487
ABT-089,CC1=C(C=CC=N1)OCC2CCCN2,0.2999246407210036,0.1701067245217704
ABT-418,CC1=NOC(=C1)C2CCCN2C,0.3776831038632171,0.1454666492774597
AC-262536,C1CC2CC(CC1N2C3=CC=C(C4=CC=CC=C43)C#N)O,0.4289333601166397,0.06056385097676149
Aceburic Acid,CC(=O)OCCCC(=O)O,0.6464169392055885,0.46143160493425683
Acetamide,CC(=O)N,0.7466607365896258,0.43400133803670704
Acetophenone,CC(=O)C1=CC=CC=C1,0.7449614235560033,0.9074568719497116
Acetylcholine,CC(=O)OCC[N+](C)(C)C,0.7815492996103068,0.21468570965523404
Acetylcysteine,CC(=O)NC(CS)C(=O)O,0.41712588942743317,0.2124436964200117
Acetyl-L-carnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.6476829623910766,0.05690151418085097
Acetylurea,CC(=O)NC(=O)N,0.6657021674340543,0.289400700709759
Acid red 1,CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+],0.5219256163597438,0.07638949461707321
ACP-105,CC1=C(C=CC(=C1Cl)C#N)N2C3CCC2CC(C3)(C)O,0.38703017183819033,0.035853795587003724
Acridine yellow,CC1=CC2=CC3=C(C=C(C(=C3)C)N)N=C2C=C1N.Cl,0.5932583131894588,0.22097754424165006
Acrolein diethyl acetal,CCOC(C=C)OCC,0.7469156114428505,0.1183261245255079
Acrylamide,C=CC(=O)N,0.8532688765332525,0.2077011615416401
Acrylic acid,C=CC(=O)O,0.8276749262079327,0.2797526773548046
Acteoside,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,0.37016501412884767,0.02405856641133267
Adamantanamine,C1C2CC3CC1CC(C2)(C3)N,0.636957803576296,0.05506150328798654
Adaptol,CN1C2C(N(C1=O)C)N(C(=O)N2C)C,0.5548623686156169,0.11335782893421698
Adenosine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0.358665413054261,0.07955476805673366
Adenosine 5-triphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,0.3470018240632348,0.032922070228329034
Adenosylcobalamin,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co],0.2444186996139244,0.00043211418013734546
Adipic acid,C(CCC(=O)O)CC(=O)O,0.5628704829442425,0.5519663563280481
Adrafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,0.3719147613327116,0.1721044560089448
Advantra Z,CNCC(C1=CC=C(C=C1)O)O,0.2732313751974562,0.24656836996935946
